ངན་སོང་སྤོང|Abandoner of Unfavorable Rebirths
ཟད་པར་རླུང|Total consummation of the wind element
རླུང་ལས་གྱུར་པའི་ནད|Wind disorders
རླུང་གི་ཁམས|Wind element
ཟད་པར་རླུང|Total consummation of the wind element
ཤེས་རབ|Wisdom
ཡེ་ཤེས|Wisdom
ཤེས་རབ|Wisdom
ཤེས་རབ|Wisdom
ཤེས་རབ|Wisdom
ཤེས་རབ|Wisdom
ཤེས་རབ་ཀྱི་དབང|Wisdom empowerment
ཡེ་ཤེས|Primordial wisdom
སྐད་ཅིག་ཅིག་དང་ལྡན་པའི་ཤེས་རབ|Instantaneous wisdom
སོ་སོར་ཀུན་དུ་རྟོག་པའི་ཡེ་ཤེས|Discriminating wisdom
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Perfection of wisdom
བྱ་བ་གྲུབ་པའི་ཡེ་ཤེས|Action-accomplishing wisdom
མཉམ་པ་ཉིད་ཀྱི་ཡེ་ཤེས|Wisdom of equality
མེ་ལོང་ལྟ་བུའི་ཡེ་ཤེས|Mirror-like wisdom
སོ་སོར་རྟོག་པའི་ཡེ་ཤེས|Wisdom of discrimination
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Perfection of Wisdom
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Perfection of wisdom
དམིགས་པ་མེད་པའི་ཤེས་རབ|Non-referential wisdom
ཤེས་རབ་ཀྱི་སྟོབས|Power of wisdom
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Transcendent perfection of wisdom
ཤེས་རབ་ཀྱི་ཕུང་པོ|Aggregate of wisdom
ཤེས་རབ་ཀྱི་དབང་པོ|Faculty of wisdom
ཤེས་རབ་ཀྱི་མིག|Eye of wisdom
མེ་ལོང་ལྟ་བུའི་ཡེ་ཤེས|Mirror-like wisdom
མཉམ་པ་ཉིད་ཀྱི་ཡེ་ཤེས|Wisdom of equality
བྱ་བ་གྲུབ་པའི་ཡེ་ཤེས|All-accomplishing wisdom
བསོད་ནམས་དང་ཡེ་ཤེས་ཀྱི་ཚོགས|Stores of merit and wisdom
རིག་པ་དང་ཞབས་སུ་ལྡན་པ|Perfect in wisdom and conduct
རིག་པ་དང་ཞབས་སུ་ལྡན་པ|Perfect in wisdom and conduct
འདའ་ཀ་ཡེ་ཤེས|Wisdom of the hour of death
ཆོས་ཀྱི་དབྱིངས་ཀྱི་ཡེ་ཤེས|Wisdom of the sphere of phenomena
ཤེས་རབ་ཉམས་པ་མེད་པ|They do not degenerate in their wisdom
ཡེ་ཤེས་རྡོ་རྗེའི་རྒྱ་མཚོ|Lord of the Ocean that is the Wisdom Vajra
རྡོ་རྗེ་ལྟ་བུའི་ཏིང་ངེ་འཛིན་སྐད་ཅིག་གཅིག་དང་ལྡན་པའི་ཤེས་རབ|Wisdom that is instantaneously endowed with the adamantine meditative stability
ཟག་པ་ཟད་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|Definitive knowledge that through one’s own extrasensory powers one has actualized, achieved, and maintained in this very lifetime the liberation of mind and the liberation of wisdom in the state that is free from contaminants because all contaminants have ceased
ཟག་པ་ཟད་པ|Definitive knowledge that through one’s own extrasensory powers one has actualized, achieved, and maintained in this very lifetime the liberation of mind and the liberation of wisdom in the state that is free from contaminants because all contaminants have ceased
ཟག་པ་ཟད་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|Definitive knowledge that through one’s own extrasensory powers one has actualized, achieved, and maintained in this very lifetime the liberation of mind and the liberation of wisdom in the state that is free from contaminants because all contaminants have ceased
ཟག་པ་ཟད་པ|Definitive knowledge that through one’s own extrasensory powers one has actualized, achieved, and maintained in this very lifetime the liberation of mind and the liberation of wisdom in the state that is free from contaminants because all contaminants have ceased
ཤེས་རབ་ཀྱི་དབང|Wisdom empowerment
སོ་སོར་རྟོག་པའི་ཡེ་ཤེས|Wisdom of discrimination
མཉམ་པ་ཉིད་ཀྱི་ཡེ་ཤེས|Wisdom of equality
མཉམ་པ་ཉིད་ཀྱི་ཡེ་ཤེས|Wisdom of equality
འདའ་ཀ་ཡེ་ཤེས|Wisdom of the hour of death
ཆོས་ཀྱི་དབྱིངས་ཀྱི་ཡེ་ཤེས|Wisdom of the sphere of phenomena
རྡོ་རྗེ་ལྟ་བུའི་ཏིང་ངེ་འཛིན་སྐད་ཅིག་གཅིག་དང་ལྡན་པའི་ཤེས་རབ|Wisdom that is instantaneously endowed with the adamantine meditative stability
བསམ་པ|Wish
ཡིད་བཞིན་ནོར་བུ|Wish-fulfilling gem
ཡོངས་སུ་ཤེས་པར་བྱེད་འདོད་པ|Wish to comprehend
ཡོངས་སུ་ཤེས་པར་བྱེད་འདོད་པ|Wish to comprehend
ཡིད་བཞིན་ནོར་བུ|Wish-fulfilling gem
སྨོན་པ་མེད་པ|Wishlessness
སྨོན་པ་མེད་པ|Wishlessness
འདོར་བར་བྱེད|Withhold
བདག་མེད་པ|Without a self
མི་དམིགས་པའི་ཚུལ་དུ|Without apprehending anything
སྨོན་པ་མེད་པ|Without aspiration
མུན་པ་མ་མཆིས་པ་ཉིད|Without blindness
འཁྲུལ་པ་མེད་པ|Without clumsiness
རྣམ་པར་རྟོག་པ་མེད་པ|Without conceptual notions
ཟག་པ་མེད་པ|Without contaminants
ཉེས་པ་མེད་པ|Without defect
མིང་དུ་གདགས་པ་མེད་པ|Without denomination
ཐ་དད་པའི་འདུ་ཤེས་མེད་པ|Without differentiating perceptions
བསྙེལ་པ་མེད་པ|Without false memories
གཞི་མེད|Without foundation
རང་བཞིན་མེད་པ|Without inherent existence
དེ་བཞིན་ཉིད་མེད་པ|Without real nature
གཞན་གི་དྲིང་ལ་མི་འཇོག་པ|Without relying on external conditions
བདག་མེད་པ|Without a self
བདག་མེད་པ|Without self
གནས་སུ་བྱ་བ་མེད་པ|Without Settled Focus
གཡོ་བ་མེད་ཅིང་གནས་པ་མེད་ལ་དགའ་བ|Engaging Without Wavering and Without Settled Focus
མི་རྟེན་པ|Without support
ཡི་གེ་མེད་པ|Without syllables
སོ་སོར་མ་བརྟགས་པའི་བཏང་སྙོམས་མེད་པ|Without the indifference that lacks discernment
སེམས་མཉམ་པར་མ་བཞག་པ་མེད་པ|Without uncomposed minds
རུམ|Womb
ཁར་རྔ|Wood kettledrum
གཎྜྰི|Wooden beam
གཎ་ཌྰི|Wooden beam
སྤང་ལེབ་ཁང|Wooden hut
བེའུ་རས|Wool
བེའུ་རས་དམར་པོ|Red wool
བལ་གོས|Woolen cloth
ཡི་གེ་བསྒྲུབ་པ་རྣམས|Words that syllables form
རྒྱལ་པོ་ལ་གནོད་པའི་ལས་བྱེད་པ|Worked to harm the king
ཕྱིར་མི་ལྡོག་པའི་འཁོར་ལོ་བསྒྲགས་པའི་འཇིག་རྟེན|World in which the Wheel of No Regress has been Proclaimed
འོད་བཟང་པོའི་འཇིག་རྟེན|World of Noble Light
མི་མཇེད་འཇིག་རྟེན་གྱི་ཁམས|World of “patient endurance”
རབ་ཏུ་སྣང་བའི་འཇིག་རྟེན|World of Supreme Illumination
པད་མོ་དཔལ་གྱི་འཇིག་རྟེན|World of the Glory of the Lotus
ངུར་སྨྲིག་གི་རྒྱལ་མཚན་གྱི་འཇིག་རྟེན|World of the Saffron-Colored Victory Banners
འཇིག་རྟེན་གྱི་ཁམས|World realm
འཇིག་རྟེན་གྱི་ཁམས|World system
མི་མཇེད་ཀྱི་འཇིག་རྟེན་གྱི་ཁམས|Sahā world system
འདོད་པའི་ཁམས|World system of desire
གཟུགས་ཀྱི་ཁམས|World system of form
གཟུགས་མེད་ཀྱི་ཁམས|World system of formlessness
གཟུགས་ཀྱི་འདོད་ཆགས|Attachment to the world system of form
གཟུགས་མེད་པའི་འདོད་ཆགས|Attachment to the world system of formlessness
འདོད་པའི་ཁམས|World system of desire
གཟུགས་ཀྱི་ཁམས|World system of form
གཟུགས་ཀྱི་འདོད་ཆགས|Attachment to the world system of form
གཟུགས་མེད་ཀྱི་ཁམས|World system of formlessness
གཟུགས་མེད་པའི་འདོད་ཆགས|Attachment to the world system of formlessness
འདའ་བར་དཀའ་བའི་འཇིག་རྟེན|World that is Difficult to Transcend
རབ་ཏུ་བཟང་པོའི་འཇིག་རྟེན|World that is Supremely Noble
མེ་ལོང་གི་དཀྱིལ་འཁོར་བསྒྲགས་པའི་འཇིག་རྟེན|World where the Mirror-disk has been Proclaimed
རྡུལ་མེད་པའི་འཇིག་རྟེན|World without Dust
ཟང་ཟིང|Worldliness
འཇིག་རྟེན་པའི་ཆོས|Worldly concerns
འཇིག་རྟེན་གྱི་ཆོས་བརྒྱད|Eight worldly concerns
ཐ་སྙད|Worldly convention
འཇིག་རྟེན་ལ་བརྣབ་སེམས|Worldly covetousness
ཟང་ཟིང་གི་སྦྱིན་པ|Worldly gift
འཇིག་རྟེན་སྐྱོང་བ|Worldly protector
ཁུར་གྱིས་དུབ་པ|Worn out by burdens
ལམ་གྱིས་དུབ་པ|Worn out by the road
བུད་མེད་ཀྱིས་དུབ་པ|Worn out by women
གསོག|Worthless
ལྟ་བར་འོས་པ་དག|Worthy of beholding
བླ་མའི་གནས་པ|Worthy of veneration
དགྲ་བཅོམ་པ|Worthy one
སྣོད|Worthy recipient
སྦྱིན་གནས|Worthy recipient
ལྟ་བ|Wrong view
ལོག་པར་ལྟ་བ|Wrong views
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
སྣོད་བྱིན|Yakṣa
སྣོད་བྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན|Yakṣa
གནོད་སྦྱིན་གྱི་གདོན|Yakṣa graha
གནོད་སྦྱིན་གྱི་གདོན|Yakṣa graha
གནོད་སྦྱིན་གྱི་གདོན|Yakṣa graha
གནོད་སྦྱིན་གྱི་གདོན|Yakṣa graha
གནོད་སྦྱིན་གྱི་གདོན|Yakṣa graha
གནོད་སྦྱིན་མོ|Yakṣiṇī
གནོད་སྦྱིན་མོ|Yakṣiṇī
གནོད་སྤྱིན་མོ|Yakṣiṇī
གནོད་སྤྱིན་མོ|Yakṣiṇī
འཐབ་བྲལ|Heaven Free from Strife
གཤིན་རྗེ|Lord of Death
འཐབ་བྲལ|Yāma
འཐབ་བྲལ|Yāma
འཐབ་བྲལ|Yāma
འཐབ་བྲལ|Yāma
འཐབ་བྲལ|Heaven Free from Strife
འཐབ་བྲལ|Heaven Free of Strife
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ་རྒྱལ་པོ|Yama
གཤིན་རྗེ་རྒྱལ་པོ|Yama
གཞིན་རྗེ|Lord of Death
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Lord of Death
གཤིན་རྗེ|Yama
གཤིན་རྗེ|Yama
གཤིན་རྗེ་རྒྱལ་པོ|Yama
གཤིན་རྗེ་རྒྱལ་པོ|Yama
གཤིན་རྗེའི་འཇིག་རྟེན|Realm of Yama
གཤིན་རྗེ་མཐར་བྱེད|Yamāntaka
གཤིན་རྗེ་མཐར་བྱེད|Yamāntaka
ཡ་མཱནྟ་ཀ|Yamāntaka
ཡ་མཱནྟ་ཀ|Yamāntaka
གཤིན་རྗེ|Yamāri
གཤིན་རྗེ|Yamāri
གཤིན་རྗེ་དང་ཆུ་ལྷ་དང་ཀུ་བེ་ར་དང་བརྒྱ་བྱིན་ལ་སོགས་པའི་དཔལ|Yama­varuṇa­kubera­vāsava­śrī
གཤིན་རྗེ་དང་ཆུ་ལྷ་དང་ཀུ་བེ་ར་དང་བརྒྱ་བྱིན་ལ་སོགས་པའི་དཔལ|Yama­varuṇa­kubera­vāsava­śrī
ཐེག་པ|Vehicle
བཞོན་པ|Vehicle
ཐེག་པ|Yāna
ཐེག་པ|Yāna
ཐེག་པ|Yāna
ཐེག་པ|Yāna
འཁྲུལ་འཁོར|Diagram
འཁྲུལ་འཁོར|Yantra
འཁྲུལ་འཁོར|Yantra
སབ་མོས་བསྐོར་བ|Yard
ཡར་ལུང|Yarlung Valley
རབ་གྲགས་མ|Yaśā
རབ་གྲགས་མ|Yaśā
སྙན་པའི་འོད|Yaśaḥprabha
སྙན་པའི་འོད|Yaśaḥprabha
གྲགས་པའི་འོད|Yaśaḥprabha
གྲགས་པའི་འོད|Yaśaḥprabha
གྲགས་འོད|Yaśaḥprabhāsa
གྲགས་འོད|Yaśaḥprabhāsa
གྲགས་ལྡན་མ|Yaśamatī
གྲགས་ལྡན་མ|Yaśamatī
གྲགས་པ་འཐོབ|Yaśaprāptā
གྲགས་པ་འཐོབ|Yaśaprāptā
གྲགས་པ|Yaśas
གྲགས་པ|Yaśas
གྲགས་པ|Yaśas
གྲགས་པ|Yaśas
གྲགས་འདོད|Yaśaskāma
གྲགས་འདོད|Yaśaskāma
གྲགས་སྦྱིན|Yaśodatta
གྲགས་སྦྱིན|Yaśodatta
གྲགས་སྦྱིན|Yaśodeva
གྲགས་སྦྱིན|Yaśodeva
སྒྲགས་འཛིན་མ|Yaśodharā
སྒྲགས་འཛིན་མ|Yaśodharā
གྲགས་འཛིན|Yaśodharā
གྲགས་འཛིན|Yaśodharā
སྒྲགས་འཛིན་མ|Yaśodharā
སྒྲགས་འཛིན་མ|Yaśodharā
གྲགས་པ་འཛིན|Yaśodharā
གྲགས་པ་འཛིན|Yaśodharā
གྲགས་ལྡན|Yaśovatī
གྲགས་ལྡན|Yaśovatī
ལྟང་བྲང་གི་ཚལ|Yaṣṭī forest
ནས་ཀྱི་གླིང|Yavanadvīpa
ནས་ཀྱི་གླིང|Yavanadvīpa
སེང་གེ་རྣམ་པར་བསྒྱིངས་པ|Yawning Lion
མི་གཡོ་བ་སེར་པོ|Yellow Acala
ཨ་རུ་ར|Yellow myrobalan
བ་བླ|Yellow orpiment
ཡེ་ཤེས་སྡེ|Yeshé Dé
ཡེ་ཤེས་སྡེ|Yeshé Dé
ཡེ་ཤེས་སྡེ|Yeshé Dé
བན་དེ་ཡེ་ཤེས་སྡེ|Yeshé Dé
