ཀ|{stambha}
མཆོག་ཏུ་མཛེས་པ|{divyadyuti}
མཆོག་ཏུ་མཛེས་པར་གཤེགས་པ|{laDitAgragAmin}
མཆོག་ཏུ་མཛེས་གཤེགས|{laDitAgragAmin}
མཆོག་ཏུ་འཛིན་པ|{parAmarza}
མཆོག་ཏུ་ཞི་བར་བགྱིད་པ|{paramazAntikara}
མཆོག་ཏུ་བཟུང|{Asajya}
མཆོག་ཏུ་ཡིད་མཐད|{paramamanojJa}
མཆོག་ཏུ་ཡིད་དུ་འཐད་པ|{paramamanojJa}
མཆོག་ཏུ་རབ་ཏུ|{para}
མཆོག་ཏུ་གསུང་བ|{jyeSThavAdin}
མཆོག་ཐོབ་པའི་རིག་སྔགས|{agravidyAmantra}
མཆོག་དང་ལྡན་པ|{1) ° agratA 2) ° varopeta}
མཆོག་དམ་པ|{1) vara 2) varAgra 3) varottama}
མཆོག་དོན་འོས|{varArha}
མཆོག་འདོད|{sUrya}
མཆོག་ལྡན|{1) kuMkuma 2) savara}
མཆོག་ཕྱིན|{paragata}
མཆོག་སྦྱིན|{1) dharma 2) pArada 3) varada 4) varadAtR 5) varuNa}
མཆོག་སྦྱིན་སྒྲོལ་མའི་སྒྲུབ་ཐབས|{varadatArAsAdhana}
མཆོག་སྦྱོར་བ|{varayojana}
མཆོག་མ|{1) avara 2) uttama}
མཆོག་སྩོལ|{varada}
མཆོག་སྩོལ་བའི་སྒྲོལ་མ|{varadatArA}
མཆོག་འོད|{vararuci}
མཆོག་སྲིད|{vararuci}
མཆོག་ཡལ|{pravara}
མཆོག་ཡས|{1) padma 2) pravara}
མཆོག་རབ|{1) pravara 2) varAgra}
མཆོག་ཤེས|{dhRti}
ཤེས་རབ|{dhRti}
མཆོག་སེམས|{pracetas, varuNa}
མཆོག་སྲིད|{kAtyAyana, vararuci}
མཆོག་སྲེད|{vararuci}
མཆོག་གསུང|{jyeSThavAdin}
མཆོང|{1) ullaMghikA 2)}
མཆོང་བ|{laMghana}
མཆོངས|{1) utplutya 2) patati}
མཆོད|{1) abhyarcayAmi 2) arcita 3) arcyamAna 4) upAsate 5) pUjana 6) pUjayAmi 7) pUjayet 8) pUjA 9) pUjya 10) pUjyate}
ལེགས་པར་མཆོད|{pUjAM karomi}
སངས་རྒྱས་མཆོད|{buddhapUjA}
མཆོད་ཁང|{pUjAgRha}
མཆོད་གྱུར་ཅིག|{pUjita bhontu}
མཆོད་གྲགས|{arhadyazas}
མཆོད་ཅིང|{1) pUjana 2) pUjA kartavyA}
མཆོད་མཆོག|{varakratu}
མཆོད་ཉིད|{pUjyatA}
མཆོད་རྟེན|{1) caitya 2) stUpa 3)}
མཆོད་རྟེན་བསྐོར་བའི་ཚིགས་སུ་བཅད་པ|{caityapradakSiNagAthA}
མཆོད་རྟེན་གྱི་སྐུ|{stUpakAya}
མཆོད་རྟེན་གྱི་འཁོར་ས|{caityAMgaNa}
མཆོད་རྟེན་གྱི་སྒྲུབ་པའི་ཆོ་ག་མདོར་བསྡུས་པ|{caityasAdhanavidhipiNDita}
མཆོད་རྟེན་གྱི་ཆོ་ག|{stUpavidhi}
མཆོད་རྟེན་གྱི་འཇིག་པ|{stUpabhedana}
མཆོད་རྟེན་སྒྲུབ་པའི་ཆོ་ག|{caityasAdhanavidhi}
མཆོད་རྟེན་སྒྲུབ་པའི་ཆོ་གའི་རིམ་པ|{caityasAdhanavidhikrama}
མཆོད་རྟེན་བསྒྲུབ་པའི་ཆོ་ག་མདོར་བསྡུས་པ|{caityasiddhividhipiNDIkRta}
མཆོད་རྟེན་དང་འདྲ་བར་བྱས་ཏེ་ཟས་མི་བཟའ|{na stUpAkRtimavamRdya piNDapAtaM paribhokSyAmaH}
མཆོད་རྟེན་པ|{caityakAH}
མཆོད་རྟེན་རི|{caityagiri}
མཆོད་རྟེན་ལ་ཕྱག་འཚལ་བ|{caityavandaka}
མཆོད་རྟེན་ཤིང|{caityadruma}
མཆོད་ལྡན|{1) pUjya 2) pUrya}
མཆོད་ལྡན་མ|{mahilA}
མཆོད་སྡོང|{1) yaSTi 2) yUP+ 3) yUpadhAtu 4) stambha}
མངོན་པར་མཆོད་ན|{abhipUyitvA}
མཆོད་ནས|{pUjAM kRtvA}
མཆོད་གནས|{1) dakSiNIya 2) pUjya}
མཆོད་གནས་མཆོག|{arcyatama}
མཆོད་སྣོད|{yaSTi}
མཆོད་པ|{1) arcana 2) arcanA 3) 4) ArAdhanA 5) kArA 6) paricaryA 7) pUja 8) pUjana 9) pUjanA 10) pUjA 11) pUjita 12) pUjya 13) pUjyamAna 14) bhakti 15) mahita 16) mahIyate 17) mAnanA 18) satkAra 19) saparyA 20) saMpUjita 21) sevA}
མངོན་མཆོད་པ|{abhyarcita}
མཆོད་པ་བགྱི|{pUjayitavya}
མཆོད་པ་བགྱིད|{1) pUjayet 2) pUjAM kariSyati}
མཆོད་པ་བགྱི་པ|{pUjayitR}
མཆོད་པ་བྱ|{1) pUjA kartavyA 2) pUjAM kariSyAmaH}
མཆོད་པ་བྱ་བ|{1) pUjana 2) pUjA 3) pUjya}
མཆོད་པ་བྱས་ཏེ|{pUjAkarma kRtvA}
རུས་བུ་ལ་མཆོད་པ་བྱས་ནས|{sarIrapUjAM kRtvA}
མཆོད་པ་བྱས་པར་འགྱུར་རོ|{pUjA kRtA bhaviSyati}
མཆོད་པ་བྱེད|{1) abhipUjenti 2) kuryAt pUjanam 3) pUjayati 4) pUjayet 5) pUjA kartavyA}
མཆོད་པ་བྱེད་པ|{1) pUjayitR 2)}
གང་དག་མཆོད་པ་བྱེད་པ|{ye pUjAM karonti}
མཆོད་པ་བྱེད་པར་འགྱུར|{pUjayanti}
མཆོད་པ་བྱེད་པར་འདོད་ཅིང|{pUjAM kartukAmena}
མཆོད་པ་བྱེད་པར་ཤོག|{kurvantu pUjAm}
མཆོད་པ་མི་བགྱིད་ན|{na pUjayet}
མཆོད་པ་རབ་ཏུ་ཡང་བརྙེས་སོ|{pUjita}
མཆོད་པའི་སྤྲིན|{pUjAmegha}
མཆོད་པའི་ཚོགས|{pUjAmegha}
མཆོད་པའི་འོས|{dakSiNArha}
མཆོད་པའི་ཡོ་བྱད་ཀྱི་མིང་ལ|{pUjApariSkArAH}
མཆོད་པར་གྲགས་པ|{arhadyazas}
མཆོད་པར་བགྱི|{1) pUjana ... karomi 2) pUjayami 3) pUjayiSye 4) saMpUjayitavya}
ཡང་དག་པར་མཆོད་པར་བགྱིའོ|{saMpUjayiSyAmi}
མཆོད་པར་བགྱིད|{1) abhyarcayAmi 2) pUjAM kariSyanti}
མཆོད་པར་འགྱུར|{pUjita bhoti}
མཆོད་པར་ལྡན་པ|{pUjya}
མཆོད་པར་བྱ|{pUjitavya}
མཆོད་པར་བྱ་བ|{mahiman}
མཆོད་པར་བྱས|{mahita}
མཆོད་པར་བྱེད|{pUjayanti}
མཆོད་པར་མཛད་པ་རྒྱལ་པོ|{vighuSTarAja}
མཆོད་པར་འོས|{pUjya}
མཆོད་པར་འོས་པ|{pUjya}
མཆོད་པར་འོས་པའི་རྒྱན|{pUjyavibhUSaNa}
མཆོད་པར་འོས་པས་མཆོད་པ|{pUjyapUjita}
མཆོད་པར་ཡང་བྱེད|{pUjayanti}
མཆོད་པར་ཤོག|{1) pUjayantu 2) pUjayiSye}
མཆོད་ཕྱིར་ཐོགས|{yajJopavIta}
མཆོད་བྱ|{1) pUjA 2) pUjya}
མཆོད་བྱ་མིན|{na pUjyate}
མཆོད་བྱས|{1) apUjayat 2) mahayAMcakru}
མཆོད་བྱས་པ|{mahita}
མཆོད་བྱེད|{1) pUjA 2) prapUjayet}
མཆོད་བྱེད་ཅིང|{1) karonti pUjAm 2) pUjyantAm}
མཆོད་སྦྱིན|{1) kratu 2) yajana 3) yajJa}
མཆོད་སྦྱིན་འཁོར་ལོར་བྱེད་པ|{yAyajUka}
མཆོད་སྦྱིན་གྱི་རིག་བྱེད|{yajurveda}
མཆོད་སྦྱིན་བརྒྱ་པ|{zatakratu}
མཆོད་སྦྱིན་ང་རོ|{yajJasvara}
མཆོད་སྦྱིན་ཅན|{1) maghavat 2) yajus}
མཆོད་སྦྱིན་འཇོམས|{kratudhvaMsin}
མཆོད་སྦྱིན་འདོན་མ|{savitrI}
མཆོད་སྦྱིན་བལ་ཀ|{yajJavalkaya}
མཆོད་སྦྱིན་བྱས|{1) iSTi 2) yajJa 3) yaSTR 4) yAjJika}
མཆོད་སྦྱིན་བྱེད་དུ་འཇུག་པ|{yAjana}
མཆོད་སྦྱིན་མ|{draupadI}
མཆོད་སྦྱིན་བཟང་པོ|{1) bhadrayajJa 2) suyajJa}
མཆོད་སྦྱིན་ལས་བྱུང་བ|{yAgamaya}
མཆོད་སྦྱིན་ལེགས་པར་བྱས|{suyaSTR}
མཆོད་སྦྱིན་ལྷག|{amRta}
མཆོད་ཚིག|{stotra}
བསྟོད་ཚིག|{stotra}
མཆོད་མཛད་རྒྱལ|{vighuSTarAja}
མཆོད་རྫས|{ijya, gavya}
མཆོད་འོས|{1) ajitodaya 2) pUjanIya 3) pIjita 4) pUjya 4) bahumata 6) sUrya}
མཆོད་འོས་པ|{Arhat}
མཆོད་འོས་ལྷ|{arhaddeva}
མཆོད་ཡོན|{1) artha 2) arthya}
འཆག་ཏུ་འཇུག་པ|{AkoTayet}
འཆག་པར་བྱེད|{1) AcaMkrameta 2) caMkramyate}
འཆགས|{1) caMkramaNa 2) dezayati 3) dezayAmi}
འཆགས་པ|{1) AviSkaraNa 2)}
འཆགས་པའི་བསྐལ་པ|{vivartakalpa}
འཆགས་སར་བྱས་པ|{kRtacaMkramaNa}
འཆང|{1) 2) bhRt 3) vahanti}
དྲི་ཞིམ་པ་ཡི་གོས་འཆང་ཞིང|{sugandhavasanadhArin}
འཆང་པ་སྟོང་པ|{riktamuSTi}
ཁུ་ཚུར་མི་འཆང་བ|{na muSTiM kariSyati}
ཞེ་སྡང་ཟུག་རྔུསའི་སེམས་འཆང་ན|{dveSazalye hRdi sthite}
འཆང་བྱེད་པ|{dhAraNa}
འཆང་བཟུང|{muSTi}
རྒྱུན་མི་འཆད|{avirata}
རབ་ཏུ་འཆད་ཅིང|{prakAzayanta}
འཆད་འགྱུར|{kathayiSyati}
འཆད་འདོད|{vivakSA}
རྒྱུན་མི་འཆད་པ|{anupaccheda}
སྲོག་འཆད་པའི་ཚོར་བ་དག|{marmacchedAdivedanA}
རྒྱུ་མི་འཆད་པ|{avicchinna}
ཡང་དག་པར་རབ་ཏུ་འཆད་པ་འདོད་པ|{saMprakAzayitukAma}
འཆད་པ་པོ|{AkhyAtR}
འཆད་པ་ཡིན་ནོ|{ucyante}
འཆད་པར|{1) vaktum 2)}
གྱིན་མི་འཆད་པར|{1) nirantaram 2) avizrAmam}
འཆད་པར་འགྱུར|{1) AkhyAyati 2)}
ཡང་དག་པར་འཆད་པར་འགྱུར་ཏེ|{saMprakAzayiSyanti}
འཆད་པར་འགྱུར་བ|{vakSyamANa}
འཆད་པར་འདོད་པ|{vaktukAma}
འཆད་པར་བྱེད|{AkhyAyate}
མི་འཆབ་ཅིང|{na praticchAdayati}
བདག་གི་ཉེད་པ་འཆབ་པ|{svadoSapraticchAdanatA}
རབ་ཏུ་འཆབ་པ་ཡིན|{praticchAdayati}
འཆབ་པར་མི་བྱེད་ཀྱི|{na cchAdayanti}
འཆབ་བྱེད|{vRgute}
འཆམས|{nRtya}
འཆམས་ཡམ|{sImA}
བདག་གི་སྙིང་ལ་ངེས་པ་གནས་འཆའ་ན|{hRdaye nivasatsu}
འཆར|{udaya}
འཆར་ཀ|{1) udayin 2) udAyin 3) prodyadvAla 4) bAla}
འཆར་རྒྱལ|{udaya}
འཆར་བར་འགྱུར|{udayiSyati}
འཆར་བར་འགྱུར་ཏེ|{nipatita}
འཆར་བྱེད|{udayana}
འཆར་བྱེད་ཅིང|{udayati}
འཆར་འབེབས|{varSA}
འཆལ|{pralApa}
འཆལ་བ|{1) asamaJjasa 2) duH °}
ཚུལ་ཁྲིམས་འཆལ་བ|{duHzIla}
འཆལ་བའི་ཁྲིམས|{duHzIla}
འཆལ་བའི་ཚུལ་ཁྲིམས|{duHzIla}
འཆལ་བའི་ཤེས་རབ|{dauSprajJa}
འཆས་པ|{1) abhyaMga (?) 2)}
རྣ་མཆོགས་སྦུ་གུ་འཆས་པ|{rAjIkarNaH}
འཆི|{1) mara 2) maraNa 3) mRta 4) mRtyu 5) mriyate 6)}
འཚོ་དང་འཆི|{jIvitaM na ca}
འཆི་ཁ་མ|{mumUrSu}
ཤི་ཀ་མ|{mumUrSu}
འཆི་གུ|{zilA}
འཆིག་པ|{zilA}
འཆི་འགྱུར|{mariSyati}
འཆི་ལྟས|{1) ariSTa 2) azubha}
འཆི་ལྟས་སྣང|{dRSTariSTa}
འཆི་བདག|{1) antaka 2) mRtyu 3) mRtyupati 4) yama}
འཆི་བདག་གི་བདུད|{1) mRtyupatimarA 2) mRtyumAra}
འཆི་བདག་སྡེ|{mRtyunaH sainyam}
འཆི་བདག་དབང་དུ|{mRtyorvazam}
འཆི་འཕོ|{1) cyuti 2) cyutisaMkama 3) bhavasaMkAnti}
འཆི་འཕོ་བ|{1) cyAvana 2) cyuti 3)}
འཆི་འཕོ་བ་དང་སྐྱེ་བ་མཁྱེན་པའི་སྟོབས|{cyutyutpattijJAnabala}
འཆི་འཕོ་མེད|{acyutA}
སྐྱེ་འཆི་མེད|{acyutA}
འཆི་བ་དང་འཕོ་བ|{1) cyAvana 2) cyutisaMkrama}
འཆི་བ་མེད|{amara}
འཆི་བ་མེད་པ|{amRta}
འཆི་བ་མེད་པའ་མཛོད|{amarakoSa}
འཆི་བ་མེད་པའ་མཛོད་ཀྱི་ཆེར་འགྲེལ་པ་འདོད་འཇོའི་བ་མོ|{amarakoSaTIkA kAmadhenu}
འཆི་བ་ལས་རྒྱལ་བ|{mRtyuMjaya}
འཆི་བ་བསླུ་བ|{1) mRtyuvaJcana 2) mRtyuSThApaka}
འཆི་བ་བསླུ་བའི་མན་ངག|{mRtyuvaJcanopadeza}
འཆི་བའི་སྒོ|{mRtyumukha, mRtyupramukha}
འཆི་བའི་ཆར་གཏོགས་པ|{maraNAMzika}
འཆི་བའི་ཆོས་ཅན|{maraNadharmatva}
འཆི་བའི་དུས|{1) kAlakriya 2) mRtyukAla}
འཆི་བའི་དུས་ཀྱི་ཚེ|{1) maraNakAlasamaye 2)}
དེ་འཆི་བའི་དུས་ཀྱི་ཚེ་དེ་བཞིན་གཤེགས་པ་མཐོང་བར་འགྱུར་རོ|{maraNakAle cAsya tathAgatadarzanaM bhaviSyati}
འཆི་བའི་དུས་བགྱིས་པ|{kAlagata}
འཆི་བའི་དུས་བྱས་པར་གྱུར་ན|{kAlaM kurvanti}
འཆི་བའི་དུས་བྱས་སུ་འོང་ངོ|{kAlakriyA bhaviSyati}
འཆི་བའི་དུས་བྱེད་པ|{1) kAlakriya 2) kAlaM kariSyati 3) kAlaM kuryAt}
འཆི་བའི་དུས་བྱེད་པར་འགྱུར་རོ|{kAlaM kariSyati}
འཆི་བའི་དུས་སུ་གྱུར་ནས|{kAlagata}
འཆི་བའི་འདུ་ཤེས|{maraNasaMjJA}
འཆི་བའི་སྡུག་བསྔལ|{maraNaduHkha}
འཆི་བའི་ཚེ|{maraNakAle}
འཆི་བའི་སྲིད་པ|{maraNabhava}
འཆི་བར་འགྱུར|{1) mariSyat 2) 3) mriyate 4) mriyante}
བདག་ལྟ་འཆི་བར་ཅིས་མི་འགྱུར|{na mariSyAmi kiM nvaham}
འཆི་བར་བྱེད|{vini+o+Atayati}
འཆི་བར་བྱེད་མི་ནུས་སོ|{na vinipAtayati}
འཆི་བས་བཟུང་ཞིང|{mRtyugrasta}
འཆི་བྲལ་བ་པོ|{vigata ... maraNa}
འཆི་མེད|{1) acyuta 2) amara 3) amRta 4) ariSTa 5) ahiMsaka 6) mukti}
འཆི་མེད་དགའ་བ|{amarapriya}
འཆི་མེད་རྡོ་རྗེ་ལྷ་མོ|{amaravajradevI}
འཆི་མེད་གནས|{amRtapada}
འཆི་མེད་པ|{amara}
འཆི་མེད་དབང་མོ|{amarezvarI}
འཆི་མེད་མཛོད|{amarakoSa}
འཆི་མེད་སེང་ངེ|{amarasiMha}
འཆི་ཚེ|{mriyamANaH}
འཆི་ཞིང་འབྲལ་བའི་ཚེ|{vi-gam}
འཆི་བསླུ་བ་སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས|{mRtyuvaJcanasitatArAsAdhana}
འཆི་བསླུ་བའི་སྒྲོལ་མའི་སྒྲུབ་ཐབས|{mEtyuvaJcanatArAsAdhana}
འཆི་བསླུ་བའི་མན་ངག་གི་སྒྲོལ་མའི་སྒྲུབ་ཐབས|{mRtyuvaJcanopadezatArAsAdhana}
འཆིག་པ|{zilA}
འཆི་གུ|{zilA}
འཆིང|{1) bandhana 2) bandhavat}
ལས་ཀྱི་འཆིང་བ|{karmasaMyocana}
འཆིང་བ་མཐའ་དག་གིས་བཅིངས་པ|{sakalabandhanabaddha}
འཆིང་བ་དམ་པོ|{gADabandhan}
འཆིང་བ་རྣམ་གྲོལ་གྱི་ནསྟན་བཅོས|{bandhavimuktazAstra}
འཆིང་བ་རྣམ་གྲོལ་གྱི་མན་ངག|{bandhavimuktopadeza}
འཆིང་བའི་མཚན་མ|{bandhananimitta}
འཆིང་བར་བྱེད|{bandhana}
འཆིང་བར་བྱེད་པ|{bandhana}
འཆིང་བུ|{1) kAca 2) kAcaka}
འཆིངས|{bandhana}
འཆིམ་བུ|{kAcaka}
འཆུམས་པ|{niyantrin}
འཆུས|{vakra}
ཡི་ག་འཆུས|{aruci}
འཆུས་པ|{kadarya}
གྱོག་པོ|{kadarya}
འཆེག་པ|{bhaMga}
འཇིག་པ|{bhaMga}
འཆེར་པ|{yakRt}
ཞེས་བདག་ཀྱིད་ཀྱིས་ཁས་འཆེས་ཏེ|{ityAtmAnaM pratijJAtavAt}
འཆོག་པ|{hanyate}
འཆོངས་པ|{laMghita}
མི་འཆོར་བ|{na mucyate}
འཆོར་བར|{utsRjet}
འཆོལ་པ|{satkArya}
འཆོལ་བའི་སྒྲུབ་ཐབས|{ucchuSmasAdhana}
འཆོས|{1) nigRhNAti 2) 3)}
ཚུལ་འཆོས|{kuhana}
རབ་ཏུ་འཆོས|{nigRhNAti}
འཆོས་པ|{khAdita 2) saMpAdana 3) salIlam 4)}
ཚུལ་འཆོས་པ་མེད་པར|{niSkuhakasya}
ཇ|{merI}
ཇ་ཧོང|{maJjiSThA}
བཙོད་མདོག|{maJjiSThA}
དམར་སེར|{maJjiSThA}
ཇག|{caira}
ཇག་པ|{Damara}
ཇི་སྐད|{1) kim 2) yathAnta 2) yathodya}
བདག་ཅག་གྱིས་དེ་ལ་ཇི་སྐད་བརྗོད་པར་བགྱི|{kimasmAbhirvaktavyam}
ཇི་སྐད་དུ|{yathA}
ཇི་སྐད་དུ་བསྟན་པ|{1) anantarokta 2) yathokta}
ཇི་སྐད་དུ་སྨྲས་པ་དེ་བཞིན་དུ་བྱེད་པ|{yathAvAditathAkAritA}
ཇི་སྐད་སྨོས་པ|{yathokta}
ཇི་སྐད་སྨྲས་པ་དེ་བཞིན་དུ་བྱེད་པ|{yathAvAdI tathAkArI}
ཇི་སྐད་བཤད་པ|{1) yathokta 2) yathokti}
ཇི་ག|{1) ka 2) nu}
ཇི་ཇིགས|{kumbIra}
དེ་ཇི་སྙམ་དུ་སེམས|{tat kiM manyase}
འདི་ཇི་སྙམ་དུ་སེམས|{tat kiM manyase}
