སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
གཟི་བརྗིད་ལྡན་མ|Tejovatī (tejā)
གཟི་བརྗིད་ཁྱབ|Tejovibhu
གཟི་བརྗིད་ཁྱབ|Tejovibhu
ལྷ་ཁང|vihāra
ཕྱོགས་བཅུ|daśa­dik
ས་བཅུ|daśabhūmi
ས་བཅུ|daśa­bhūmi
མི་དགེ་བ་བཅུ|daśākuśala
དབང་བཅུ|daśavaśitā
སྟོབས་བཅུ|daśabala
དབང་བཅུ|daśavaśitā
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśatathāgatabalāni
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśatathāgatabalāni
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
མི་སློབ་པའི་ཆོས་བཅུ|daśa-aśaikṣadharma
རྗེས་སུ་དྲན་པ་བཅུ|daśānu­smṛti
ཟད་པར་གྱི་སྐྱེ་མཆེད་བཅུ|daśa­kṛtsnāyatana
མི་དགེ་བ་བཅུ|akuśala
མི་དགེ་བའི་ལས་ཀྱི་ལམ་བཅུ|akuśala
ས་བཅུ|daśabhūmi
སྟོབས་བཅུ|daśabala
མི་དགེ་བའི་ལས་ཀྱི་ལམ་བཅུ|akuśalakarma
མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ|daśākuśalāḥ karma­pathāḥ
དགེ་བ་བཅུ|daśakuśala
དགེ་བ་བཅུ|kuśala
དགེ་བ་བཅུ|daśakuśala
དགེ་བ་བཅུ|daśa­kusala
དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ|daśakuśalāḥ karma­pathāḥ
རབ་ཏུ་འཛིན་པ|pra­grāha
སེམས་རབ་ཏུ་འཛིན|cittaṃ prati­gṛhnāti
ཡོངས་སུ་ཆད་པ|pari­ccheda
མི་ཟད་པ|Raudra
འགོང|saṃ­kocayati
དངང་ལ་དངང་པར་འགྱུར|saṃtrāsam­ā­patsyate
དངང་ལ་དངང་པར་འགྱུར|saṃtrāsam­ā­patsyate
འཇིགས་བྱེད་མ|Bhairavā
འཇིགས་བྱེད་མ|Bhairavā
ཉིན་གསུམ་པ|traitīyaka
བྱས་པ་ཚོར་བ|kṛta­vedī
མི་གཡོ་བར་ཉེ་བར་འགྲོ་བ|āneñjyopaga; aneñjopaga; aniñjyopaga; āniñjyopaga
བསོད་ནམས་སུ་ཉེ་བར་འགྲོ་བ|puṇyopaga
བསོད་ནམས་མ་ཡིན་པར་ཉེ་བར་འགྲོ་བ|apuṇyopaga
སྒྲོལ་མ་འབྱུང་བ|Tārodbhava
དབང་དུ་བྱེད་མ|vaśakāriṇī
ངེས་པར་བསྟན་པ་ཆེན་པོ|Mahānirdeśa
སྒྲོལ་མ་འབྱུང་བའི་ཏིང་ངེ་འཛིན|Tārāsamādhi
ཟླ་འོད་གཞོན་ནུ|Candraprabha Kumāra
མ་བྱིན་པར་ལེན་པ|adatādāna
གླེང་གཞིའི་སྡེ|nidāna
ཤེས་རབ་ཉམས་པ་མེད་པ|nāsti prajñā­hāniḥ
ས་བཅུ་གསུམ|trayodaśabhūmi
བཟོ་ལ་སོགས་པར་གཏོགས་པ་སུམ་ཅུ|śilpavidyākalā
བྱང་ཆུབ་ཀྱི་ཕྱོགས་སུམ་ཅུ་རྩ་བདུན་གྱི་ཆོས|bodhi­pakṣika­dharma
བྱང་ཆུབ་ཀྱི་ཕྱོགས་ཀྱི་ཆོས་སུམ་ཅུ་རྩ་བདུན|sapta­triṃśad­bodhi­pakṣa­dharma
བྱང་ཆུབ་ཀྱི་ཆོས་སུམ་ཅུ་རྩ་བདུན|sapta­triṃśadbodhyaṅga
བྱང་ཆུབ་ཕྱོགས་ཀྱི་ཆོས་སུམ་བཅུ་རྩ་བདུན|37 bodhi­pakṣya­dharma
བྱང་ཆུབ་ཀྱི་ཆོས་སུམ་ཅུ་རྩ་བདུན|sapta­triṃśadbodhyaṅga
སུམ་ཅུ་རསྟ་གསུམ་པ|trayastriṃśat
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
གསུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśāḥ
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trayatriṃśa
གསུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśāḥ
དེ་བཞིན་གཤེགས་པའི་སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས|tathā­gata­dvātriṃśan­mahā­puruṣa­lakṣaṇa
སུམ་ཅུ་རྩ་གཉིས་མཚན|dvātriṃśatī­lakṣaṇa; lakṣaṇa
མཚན|dvātriṃśatī­lakṣaṇa; lakṣaṇa
མཚན་སུམ་ཅུ་རྩ་གཉིས|dvātriṃśan mahā­puruṣa­lakṣaṇāni
ཐོན་མི་སམ་བྷོ་ཏ|Thönmi Sambhota
ཐོན་མི་སམ་བྷོ་ཏ|Thönmi Sambhota
ཡང་དག་པར་སྤོང་བ|samyakprahāṇa
ཡང་དག་པར་སྤོང་བ|samyakprahāṇa
ཡང་དག་པར་སྦོང་བ་བཞི|catvāri samyak­prahāṇāni
ཅང་ཤེས་པ|ā­jāneya
གླང་པོ་ཆེ་ཅང་ཤེས|hastājāneya
རྟ་ཅང་ཤེས|aś­vājāneya
གླང་པོ་ཆེ་ཅང་ཤེས|hastājāneya
རྟ་ཅང་ཤེས|aś­vājāneya
ཉམས་པའི་མ་ནིང|āpatpaṇḍaka
ལུས་ལ་རྨ་མཚན་ཅན|citrāṅga
སྨད་འཆལ|kāṇḍarika; kaṇḍarika
སེམས|citta
བསམ་པ|āśaya
རྟོག་པ|kalpanā
ཡང་དག་པའི་རྟོག་པ|samyak­saṃ­kalpa
འཇིག་རྟེན་གསུམ་པོ|bhuvanatraya
ཏིང་ངེ་འཛིན་གསུམ|trayaḥ samādhyaḥ
འཁོར་གསུམ|trimaṇḍala
སྐུ་གསུམ|trikāya
རིག་པ་གསུམ|tri­vidyā
ཆོས་གོས་གསུམ|tricīvara
ངོ་བོ་ཉིད་མེད་པ་གསུམ|tri­vidhā niḥ­sva­bhāva­tā
སྲིད་པ་གསུམ|tribhava
ཀུན་ཏུ་སྦྱོར་གསུམ|tri­saṃ­yojana
རྣམ་པར་ཐར་པའི་སྒོ་གསུམ|trīṇi vimokṣa­mukhāni
རྣམ་པར་ཐར་པ་གསུམ|trīṇi vimokṣa­mukhāni
རྣམ་ཐར་སྒོ་གསུམ|trivimokṣadvāra
ཚ་བ་གསུམ|trikaṭu; trikaṭuka
ས་གསུམ|tri­bhava
གསུམ་རིག|traividya
དཀོན་མཆོག་གསུམ|trīṇi ratnāni
རིག་པ་གསུམ|traividya
ངན་འགྲོ་གསུམ|tridurgati; tryapāya
ངན་སོང་གསུམ|tri­durgati
ལྕགས་གསུམ|triloha
ཆོ་འཕྲུལ་གསུམ|tri­prāti­hārya
འབྲས་བུ་གསུམ|triphalā
དུག་གསུམ|tri­viṣa
དཀོན་མཆོག་གསུམ|Tri­ratna
ཚོགས་གསུམ|tri­rāśi
ཁམས་གསུམ|traidhātuka
ཁམས་གསུམ|tridhātu
སྲིད་པ་གསུམ|tribhuvana
སྲིད་པ་གསུམ|tribhuvana
འཁོར་གསུམ|tri­maṇḍala
རྩ་བ་གསུམ|kaṭutraya
དྲི་མ་གསུམ|trimala
ཡི་གེ་གསུམ|tryakṣara
དུས་གསུམ|tri­kala
ཐེག་པ་གསུམ|triyāna
ཟས་དཀར་གསུམ|triśuklabhukta
ཁམས་གསུམ|traidhātuka
རྒྱུད་གསུམ་པ|vallakī
གསུམ་འདུས་པ|trikA­saṅgama
དབང་པོའི་སྡོང་པོ|indrikīla
སད་པ|sphurat (adjective)
ཨར་མོ་ནིག་ལྟ་བུའི་རྡོ་ལེབ|Pāṇḍu­kambala­śilātalam
དེ་བཞིན་གཤེགས་པ|Tathāgata
དེ་བཞིན་གཤེགས་པ|tathāgata
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśatathāgatabalāni
ལན་གཅིག་ཕྱིར་འོང་བ|sakṛd­āgāmī
ལན་གཅིག་ཕྱིར་འོང་བའི་འབྲས་བུ|sakṛd­āgāmī­phala
སློབ་དཔོན་དཔེ་མཁྱུད|ācāryamuṣṭi
ཏིཀ|tika; tilaka
ཏིཀ|tika; tilaka
ཏིཀ|tika; tilaka
ཐིག་ལེ|tilaka
ཏིལ་མཆོག་མ|Tilottamā
ཏིལ་མཆོག་མ|Tilottamā
མུ་སྟེགས་ཅན|tīrthya; tīrthika
མུ་སྟེགས་ཅན|tīrthya; tīrthika
མུ་སྟེགས་པ|tīrthika
མུ་སྟེགས་པ|tīrthika
མུ་སྟེགས་པ|tīrthika
མུ་སྟེགས་ཅན|tīrthika
མུ་སྟེགས་ཅན|tīrthika
མུ་སྟེགས་པ|tīrthika
མུ་སྟེགས་པ|tīrthika
མུ་སྟེགས་ཅན|tīrthika
མུ་སྟེགས་ཅན་ཞུགས་པ|tīrthikāvakrāntaka
འོད་ལྡན|Tiṣya
འོད་ལྡན|Tiṣya
སྐར་རྒྱལ|Tiṣya
སྐར་རྒྱལ|Tiṣya
སྐར་རྒྱལ|Tiṣya
སྐར་རྒྱལ|Tiṣya
ཏ་ལ|tāla
སྲང|tolaka; tola
སྲང|tolaka; tola
བཟོད་པ|kṣānti
བཟོད་པ|kṣānti
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
ཆོས་རྟོགས་པའི་བཟོད་པ|dharma­jñāna­kṣānti
དང་དུ་ལེན་པའི་མཟོད་པ|adhi­vāsana­kṣānti
བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|kṣānti­pāramitā
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
ཆོས་རྟོགས་པའི་བཟོད་པ|dharma­jñāna­kṣānti
དང་དུ་ལེན་པའི་མཟོད་པ|adhi­vāsana­kṣānti
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
ཆོས་རྟོགས་པའི་བཟོད་པ|dharma­jñāna­kṣānti
ལྗགས་དམར་བ|rakta­jihva­tā
ལྗགས་སྲབ་ཅིང་ཆེ་བ|tanu­jihva­tā
ཞག་བདུན་པར་བཅང་བ|sāptāhika
ཤ་ཁོ་ཊ|śākhoṭaka
རྟ་བབས|toraṇa
རྟ་བབས|toraṇa
སྒྲོན་མ་འཛིན་པ|ulkādhārin
རོ་སྟོད་སེང་གེ་ལྟ་བུ|siṃha­pūrvārdha­kāya­tā
ཟད་པར་སྔོན་པོ|nīla­kṛtsna
ཟད་པར་རྣམ་པར་ཤེས་པ|vi­jñāna­kṛtsna
ཟད་པར་དམར་པོ|lohita­kṛtsna
ཟད་པར་ས|pṛthivī­kṛtsna
ཟད་པར་མེ|tejas­kṛtsna
ཟད་པར་ནམ་མཁའ|ākāśa­kṛtsna
ཟད་པར་ཆུ|ap­kṛtsna
ཟད་པར་རླུང|vāyu­kṛtsna
ཟད་པར་དཀར་པོ|avadāta­kṛtsna
ཟད་པར་སེར་པོ|pīta­kṛtsna
ཀུན་ཏུ་སྣང་བ|sam­antāva­loka
ཀུན་ནས་ཉོན་མོངས་པ|saṃkleśa
འཇིག་རྟེན་གསུམ་གནོན|Trailokya­vikrāmiṇ
འཇིག་རྟེན་གསུམ་གནོན|Trailokya­vikrāmiṇ
བསླབ་པ|śikṣā
མཐར་གྱིས་སྦྱོར་བ|anu­pūrva­prayoga
བསླབ་པའི་གཞི|śikṣāpada
ལྷག་པའི་སེམས་ཀྱི་བསླབ་པ|adhicittaśikṣā
བསླབ་པའི་གཞི|śikṣā­pada
མི་སློབ་པའི་ཆོས་བཅུ|daśa-aśaikṣadharma
ལྷག་པའི་སེམས་ཀྱི་བསླབ་པ|adhicittaśikṣā
ཞི་གནས|śamatha
ཞི་གནས|śamatha
ཞི་གནས|śamatha
ཡང་དག་པར་འདའ་བ|sam­ati­krama
ཡུལ་ལས་རྒལ་བ|vi­ṣama­śānti
ཡུལ་ལས་རྒལ་བ|vi­ṣama­śānti
ཤེས་རབ|prajñā
ཕ་རོལ་ཏུ་ཕྱིན་པ|pāramitā
སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dāna­pāramitā
བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|vīrya­pāramitā
བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|kṣānti­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|śīla­pāramitā
བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dhyāna­pāramitā
ཚུལ་ཁྲིམས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|śīla­pāramitā
སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dāna­pāramitā
བསམ་གཏན་གྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|dhyāna­pāramitā
བརྩོན་འགྲུས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|vīrya­pāramitā
བཟོད་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ|kṣānti­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ལྷག་མཐོང|vipaśyana
ཡེ་ཤེས་སྒྲུབ་པ|jñāna­pratipatti
ཐམས་ཅད་ལས་འདའ་བ|praticcheda­kara
བྱིན་གྱིས་བརླབས|adhiṣṭhāna
ལྟུང་བ|āpatti
ཕས་ཕམ་པ|pārājika
དགེ་འདུན་ལྷག་མ|saṅghāvaśeṣa
དགེ་འདུན་ལྷག་མ|saṅghāvaśeṣa
འཇིག་ཚོགས|satkāya
འཇིག་ཚོགས་ལ་ལྟ་བ|satkāyadṛṣṭi
པག་གོན|Trapuṣa
པག་གོན|Trapuṣa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ|Trāyastriṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trayas­triṃśa
སུམ་ཅུ་རྩ་གསུམ་པ|Trayas­triṃśa
ཤིང་བལ|tūla
བྱང་ཆུབ་ཀྱི་ཤིང|bodhi­vṛkṣa
ལོ་ཐང་དང་དཔྱ|karapratyāya
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོ|tri­sāhasra­mahā­sāhasra
འཇིག་རྟེན་གྱི་ཁམས་སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོ|tri­sāhasra­mahā­sāhasra­loka­dhātu
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས|trisāhasra­mahā­sāhasra­loka­dhātu
སྟོང་ཆེན་པོ|mahāsāhasra; trimahā­sāhasra mahā­sāhasra loka­dhatu
སྟོང་སུམ་ཀྱི་སྟོང་ཆེན་པོ|mahāsāhasra; trimahā­sāhasra mahā­sāhasra loka­dhatu
སྟོང་སུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན|trisāhasra­mahā­sāhasra­loka­dhātu
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོ|tri­sāhasra­mahā­sāhasra­loka­dhātu
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོ|trisāhasra­mahā­sāhasra­loka­dhātu
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས|trisāhasra­mahāsāhasra­loka­dhātu
སྟོང་གསུམ་གྱི་སྟོང་ཆེན་པོའི་འཇིག་རྟེན་གྱི་ཁམས|tri­sāhasra­mahā­sāhasra­loka­dhātu
བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང|koṭi­niyuta­śata­sahasra
བྱེ་བ་ཕྲག་འབུམ|koṭi­śata­sahasra
བྱེ་བ་ཁྲག་ཁྲིག་འབུམ|koṭī­niyuta­śata­sahasra
སྐྱབས་སུ་འགྲོ་བ་གསུམ|triśaraṇa
ཁྲོན་པ|Trita
ཁྲོན་པ|Trita
སྲེད|Tṛṣṇā
སྲེད|Tṛṣṇā
སྲེད་པ|tṛṣṇā
སྲེད་པ|tṛṣṇā
